"customer_key","gender","name","city","state_code","state","zip_code","country","continent","birthday","first_purchase_date","last_purchase_date","lifetime_spend","total_orders","months_since_first_purchase"
502900,Female,Melanie Wurfel,Rommerskirchen,NW,Nordrhein-Westfalen,"41569",Germany,Europe,1950-05-08,2019-04-29,2019-04-29,155.98,1,22
503220,Female,Simone Gerste,M�nster,NW,Nordrhein-Westfalen,"48145",Germany,Europe,1948-02-10,,,,,
503444,Male,Niklas Lemann,Bingen am Rhein,RP,Rheinland-Pfalz,"55411",Germany,Europe,1947-04-13,2016-05-21,2018-11-03,3760.22,3,57
503496,Female,Tanja Moeller,Niederwallmenach,RP,Rheinland-Pfalz,"56357",Germany,Europe,1942-08-30,2020-02-13,2020-02-13,591.93,1,12
503562,Male,Andreas Baumgaertner,Bad Lausick,SN,Freistaat Sachsen,"4651",Germany,Europe,1999-01-21,2018-08-09,2020-01-31,5339.44,3,30
503788,Male,Michael Mueller,W�rzburg,BY,Freistaat Bayern,"97082",Germany,Europe,1958-04-22,2018-12-14,2019-01-09,2963.81,4,26
504047,Female,Andrea Fruehauf,Emstek,NI,Niedersachsen,"49685",Germany,Europe,1968-05-20,2018-11-21,2018-11-21,44.97,1,27
504278,Female,Anja Becker,Lutherstadt Wittenberg,ST,Sachsen-Anhalt,"6873",Germany,Europe,1964-07-21,2020-01-23,2020-01-23,142.32,1,13
504949,Female,Anja Frueh,Kusel,RP,Rheinland-Pfalz,"66869",Germany,Europe,1972-05-23,2017-11-30,2017-11-30,240.00,1,39
505034,Male,Lukas Friedmann,W�rzburg,BY,Freistaat Bayern,"97074",Germany,Europe,1979-12-24,2019-05-03,2019-05-03,5866.91,1,21
505458,Male,Klaus Walter,Berlin Mariendorf,BE,Berlin,"12109",Germany,Europe,1960-09-16,2020-01-02,2020-01-02,837.87,1,13
505476,Male,Christian Baader,Daldorf,SH,Schleswig-Holstein,"24635",Germany,Europe,1982-12-15,2019-05-18,2020-01-20,1880.97,2,21
505485,Male,Benjamin Ehrlichmann,D�sseldorf Niederkassel,NW,Nordrhein-Westfalen,"40547",Germany,Europe,1955-07-03,2016-12-27,2019-08-10,20954.69,4,50
506178,Female,Birgit Traugott,Ber�el,ST,Sachsen-Anhalt,"38835",Germany,Europe,1947-07-17,2018-06-12,2018-06-12,158.96,1,32
507044,Female,Ulrike K�nig,Schwerin,MV,Mecklenburg-Vorpommern,"19011",Germany,Europe,1991-09-01,,,,,
507223,Female,Sabrina Sankt,Gr�benzell,BY,Freistaat Bayern,"82180",Germany,Europe,1975-01-01,,,,,
507287,Male,Marcel Berg,Grafschaft,RP,Rheinland-Pfalz,"53501",Germany,Europe,1951-04-04,,,,,
507298,Male,Matthias Schr�der,Eichelhardt,RP,Rheinland-Pfalz,"57612",Germany,Europe,1943-06-17,2017-11-29,2019-08-05,4276.82,2,39
507454,Female,Tanja Zimmer,Osterburg,ST,Sachsen-Anhalt,"39602",Germany,Europe,1975-04-03,2019-02-22,2019-02-22,18030.86,1,24
507581,Male,Philipp Wagner,Dresden,SN,Freistaat Sachsen,"1102",Germany,Europe,1997-06-29,2018-01-02,2018-05-19,559.97,2,37
507938,Male,Michael Kalb,Garmisch-Partenkirchen,BY,Freistaat Bayern,"82455",Germany,Europe,1965-09-29,2016-07-15,2019-07-15,6424.59,3,55
507981,Male,Eric Luft,Lappersdorf,BY,Freistaat Bayern,"93135",Germany,Europe,1957-11-12,2016-01-02,2016-01-02,299.23,1,61
508025,Male,Ralf Winkel,M�lbach,RP,Rheinland-Pfalz,"54636",Germany,Europe,2000-03-28,2019-10-11,2019-10-11,2505.25,1,16
508139,Male,Dominik Gottlieb,Ebersbrunn,SN,Freistaat Sachsen,"8144",Germany,Europe,1992-12-22,,,,,
508448,Male,Mathias Moeller,Bremen Steffensweg,HB,Freie Hansestadt Bremen,"28217",Germany,Europe,1978-05-04,2020-10-22,2020-10-22,600.00,1,4
508885,Male,Swen Baecker,M�nchen,BY,Freistaat Bayern,"80689",Germany,Europe,1935-02-22,2019-03-16,2020-08-12,8096.92,3,23
509010,Male,Jan Junker,Jena,TH,Freistaat Th�ringen,"7718",Germany,Europe,1992-07-22,2019-07-24,2019-07-24,1948.77,1,19
324541,Female,Cecelia Ayers,Calgary,AB,Alberta,T2V 2W2,Canada,North America,1975-07-20,2017-01-30,2018-05-26,1823.87,2,49
324575,Male,Scott Hill,Musquodoboit Harbour,NS,Nova Scotia,B0J 2L0,Canada,North America,1953-01-30,2020-12-21,2020-12-21,7640.88,1,2
324582,Male,Raymond Crawford,Mont Louis,QC,Quebec,G0E 1T0,Canada,North America,1968-04-11,2020-11-11,2020-11-11,1957.97,1,3
325116,Female,Christine Maysonet,Toronto,ON,Ontario,M4P 1A6,Canada,North America,1983-01-29,2018-12-24,2019-03-14,726.83,2,26
325443,Female,Andrea Collins,North Bay,ON,Ontario,P1B 2Y7,Canada,North America,1975-07-31,2018-03-03,2018-03-03,160.23,1,35
325920,Male,Charles Floyd,Beauharnois,QC,Quebec,J6N 1W6,Canada,North America,1991-06-07,2019-06-14,2019-06-14,107.94,1,20
325936,Female,Thelma Liedtke,Chicoutimi,QC,Quebec,G7H 4N3,Canada,North America,1985-03-30,2019-10-16,2019-10-16,5865.31,1,16
326086,Male,Jose Backlund,Coutts,AB,Alberta,T0K 0N0,Canada,North America,1992-07-28,2016-06-27,2016-06-27,319.00,1,56
326173,Male,Glen Johnson,Calgary,AB,Alberta,T2M 0X4,Canada,North America,1965-07-04,,,,,
326396,Female,Elaine Dyson,St Odilon De Cranbourne,QC,Quebec,G0S 3A0,Canada,North America,1980-10-27,2017-10-07,2019-12-25,16537.92,4,40
326924,Female,Rebecca Bennett,Torrington,AB,Alberta,T0M 2B0,Canada,North America,1966-08-30,2020-09-01,2020-09-01,2966.92,1,5
327832,Female,Patricia Barnwell,St Honore De Temiscouata,QC,Quebec,G0L 3K0,Canada,North America,1985-03-27,,,,,
327942,Female,Ann Neely,Rainbow Lake,AB,Alberta,T0H 2Y0,Canada,North America,1983-04-10,2020-01-25,2020-01-25,768.87,1,13
328350,Male,Michael Duke,Cardinal,ON,Ontario,K0E 1E0,Canada,North America,1999-12-26,2016-04-30,2021-01-07,887.98,2,58
328534,Female,Helen Louque,Irricana,AB,Alberta,T0M 1B0,Canada,North America,2000-07-07,2019-01-02,2019-09-14,8740.00,2,25
328872,Female,Angela Powers,Montreal,QC,Quebec,H4A 1H3,Canada,North America,1948-08-02,,,,,
328988,Female,Dorothy Carlson,Meadow Lake,SK,Saskatchewan,S0M 1V0,Canada,North America,1965-07-13,2016-02-18,2021-02-17,5831.53,4,60
329348,Female,Millicent Hopkins,Port Coquitlam,BC,British Columbia,V3C 4S7,Canada,North America,1962-08-20,,,,,
329514,Male,Shawn Brown,Burnaby,BC,British Columbia,V5A 2Z6,Canada,North America,1974-06-04,2018-09-24,2020-01-10,4623.58,4,29
329570,Female,Rosa Vanover,Kelowna,BC,British Columbia,V1Y 8H2,Canada,North America,1974-04-06,,,,,
329620,Male,Robert Green,Wekweti,NT,Northwest Territories,X0E 1W0,Canada,North America,1968-04-13,2017-09-01,2020-10-02,1209.89,2,41
329905,Female,Clara McCann,Calgary,AB,Alberta,T2P 1M6,Canada,North America,1994-04-06,2018-05-11,2020-01-27,3610.89,2,33
330125,Female,Elisa Whitmer,Toronto,ON,Ontario,M4E 2V5,Canada,North America,1964-11-15,2016-02-26,2019-09-13,8940.58,3,60
330150,Male,Tim Sander,Sault Ste Marie,ON,Ontario,P6A 2T3,Canada,North America,1976-05-02,2019-09-09,2019-11-11,926.31,2,17
331277,Male,William Rochelle,Calgary,AB,Alberta,T2T 0C6,Canada,North America,1993-05-25,2018-05-07,2021-02-20,8126.65,3,33
331910,Female,Lisa Clatterbuck,Elsa,YT,Yukon,Y0B 1J0,Canada,North America,1996-03-21,,,,,
331947,Female,Donna Asuncion,Victoria,BC,British Columbia,V8W 1L6,Canada,North America,1990-09-06,2018-09-26,2018-09-26,1458.00,1,29
333259,Male,Scott Easterday,Toronto,ON,Ontario,M4W 1J7,Canada,North America,1993-08-14,,,,,
333575,Male,John Vaughn,Hamilton,ON,Ontario,L9H 1E6,Canada,North America,1959-06-17,2017-09-21,2018-09-19,6345.39,2,41
333599,Female,Frankie Langley,Toronto,ON,Ontario,M4P 1A6,Canada,North America,1969-01-06,2017-08-26,2017-08-26,299.98,1,42
333927,Female,Cynthia Reed,Peace River,AB,Alberta,T8S 1V9,Canada,North America,1983-05-30,,,,,
334760,Male,Richard Martinez,Ste Rose De Watford,QC,Quebec,G0R 4G0,Canada,North America,1946-12-23,2020-01-03,2020-01-03,750.00,1,13
334903,Male,Thomas Rodriguez,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,2001-02-07,2020-02-21,2020-02-21,2647.32,1,12
335012,Male,Carl Lawson,Victoria,BC,British Columbia,V9B 1X2,Canada,North America,1992-08-01,2020-01-16,2020-02-28,750.00,2,13
336090,Male,Daniel Sutton,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1945-02-07,2019-11-21,2019-11-21,251.00,1,15
336182,Male,Stephen Kreps,Edmonton,AB,Alberta,T5J 3N2,Canada,North America,2000-04-24,2017-05-19,2020-03-14,14427.01,3,45
336239,Male,Leon Barbosa,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1957-08-18,2018-07-17,2018-12-03,9491.66,3,31
336267,Female,Linnea Burleson,Red Deer,AB,Alberta,T4N 5H6,Canada,North America,1952-03-30,2017-11-01,2019-11-22,772.59,2,39
336290,Female,Lynda Lentz,Malton,ON,Ontario,L4T 1A8,Canada,North America,1985-07-28,2017-08-17,2020-01-10,2688.62,2,42
336348,Male,Jonathan Johnson,Ottawa,ON,Ontario,K1H 7Z1,Canada,North America,1981-10-26,2018-08-13,2020-12-25,24379.10,4,30
336525,Male,Richard Bell,St Fulgence,QC,Quebec,G0V 1S0,Canada,North America,1994-11-10,2018-09-27,2018-09-27,2639.70,1,29
336582,Male,Robert Huffman,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1950-06-18,,,,,
337002,Male,Bernard Self,Richmond Hill,ON,Ontario,L4C 3Y2,Canada,North America,1954-09-05,2017-11-01,2019-11-29,3772.96,3,39
337518,Female,Cecilia Downs,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1959-02-23,,,,,
337629,Female,Shelly Knoll,Ridgetown,ON,Ontario,N0P 2C0,Canada,North America,1943-07-04,2020-10-07,2020-10-07,2609.01,1,4
337695,Female,Lucila Yagi,Edmonton,AB,Alberta,T5J 3N2,Canada,North America,1982-11-09,2016-02-24,2020-07-02,17082.60,5,60
337903,Female,Janie Molina,Orillia,ON,Ontario,L3V 1T4,Canada,North America,1951-07-20,,,,,
338278,Male,Levi Ochoa,New Westminster,BC,British Columbia,V3L 3C1,Canada,North America,1993-08-06,,,,,
338420,Female,Margaret Fry,Calgary,AB,Alberta,T2P 1M6,Canada,North America,1999-10-30,,,,,
339390,Female,Jacquelyn Bise,Toronto,ON,Ontario,M4W 1J7,Canada,North America,1979-09-15,2018-08-22,2018-08-22,1006.00,1,30
339448,Male,John Walker,Red Deer,AB,Alberta,T4N 5Z9,Canada,North America,1951-12-08,2016-06-08,2019-12-28,871.97,2,56
340417,Male,Edmund Mitchell,Mission,BC,British Columbia,V2V 1J7,Canada,North America,1983-01-22,2017-01-21,2017-01-21,7937.65,1,49
340427,Female,Bertha Nelson,Osoyoos,BC,British Columbia,V0H 1V0,Canada,North America,1986-02-08,2016-11-29,2018-07-11,2665.00,2,51
340460,Male,William Lovett,Toronto,ON,Ontario,M4A 2M5,Canada,North America,1999-12-29,2017-05-13,2018-06-12,1718.98,2,45
340771,Male,Andrew Washburn,Toronto,ON,Ontario,M4W 1J7,Canada,North America,1966-06-08,2017-03-06,2019-06-18,8665.76,3,47
341831,Male,Theodore Wright,Toronto,ON,Ontario,M8W 4Y4,Canada,North America,1958-12-15,2018-12-26,2019-05-23,4188.00,2,26
342040,Male,John Norris,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1998-01-24,2016-07-23,2018-07-04,2286.00,2,55
342356,Male,Paul Herman,St Paul,AB,Alberta,T0A 3A0,Canada,North America,1982-04-27,2017-10-27,2020-11-12,3916.23,4,40
342674,Female,Shelley Kiser,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1945-01-18,,,,,
342841,Female,Nola Silverman,Nanaimo,BC,British Columbia,V9T 5H3,Canada,North America,1940-10-14,2019-02-14,2019-02-14,617.67,1,24
343007,Male,William Helton,Streetsville,ON,Ontario,L5M 1X2,Canada,North America,1980-12-30,2017-10-07,2020-02-23,3015.04,3,40
343183,Female,Darlene Venne,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1965-09-22,2018-02-22,2019-08-10,4286.78,2,36
343285,Female,Norma Weaver,Carnarvon,ON,Ontario,K0M 1J0,Canada,North America,1940-01-09,2019-02-02,2019-02-02,218.00,1,24
343400,Female,Lisa Smith,La Crete,AB,Alberta,T0H 2H0,Canada,North America,1968-08-01,,,,,
343801,Female,Shannon Robinson,Belleville,ON,Ontario,K8N 4Z5,Canada,North America,1991-02-10,2016-10-04,2018-01-19,10328.59,2,52
344745,Female,Misty Thompson,Chicoutimi,QC,Quebec,G7H 4N3,Canada,North America,1958-04-07,,,,,
344864,Male,Andrew Suarez,Lloydminster,SK,Saskatchewan,S4P 3Y2,Canada,North America,1973-08-28,,,,,
345292,Female,Ginger Howell,Strathroy,ON,Ontario,N7G 1J6,Canada,North America,1969-11-12,2017-07-11,2019-09-12,6086.95,2,43
345767,Female,Eva Ashley,Vancouver,BC,British Columbia,V5W 3C3,Canada,North America,1999-11-28,2016-11-14,2021-02-04,449.39,2,51
345910,Female,Helen Barber,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1965-08-17,2018-05-10,2021-01-30,16789.67,4,33
345942,Female,Helen Kenney,Zenon Park,SK,Saskatchewan,S0E 1W0,Canada,North America,1955-11-01,,,,,
346994,Male,John Crawford,Ottawa,ON,Ontario,K1Z 7B5,Canada,North America,1959-01-28,2018-02-19,2019-11-08,121.70,3,36
347011,Female,Jenny Lau,Barriere,BC,British Columbia,V0E 1E0,Canada,North America,1953-05-14,2017-01-03,2018-09-14,3260.00,2,49
347144,Male,Paul Durant,Calgary,AB,Alberta,T2V 2W2,Canada,North America,1955-08-08,2017-10-10,2017-10-10,767.96,1,40
347235,Female,Betty Hawthorne,Vernon,BC,British Columbia,V1T 6N1,Canada,North America,1968-09-05,2016-10-07,2018-01-03,25471.60,2,52
347394,Female,Vita Godwin,Sidney,BC,British Columbia,V8L 1X3,Canada,North America,1982-01-23,2016-09-01,2019-01-02,1648.60,2,53
347864,Female,Diana Lively,Hope,BC,British Columbia,V0X 1L0,Canada,North America,1957-02-25,2020-05-06,2020-05-06,9034.23,1,9
347907,Male,Emil McNeil,Surrey,BC,British Columbia,V3S 4C4,Canada,North America,1945-06-10,2019-01-05,2019-01-05,537.00,1,25
347982,Female,Renee Campfield,Calgary,AB,Alberta,T2V 2W2,Canada,North America,1997-03-28,2019-01-09,2020-02-17,1953.92,3,25
348248,Male,Karl Martin,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1944-08-16,2018-12-19,2019-10-27,1389.55,3,26
348440,Female,Sixta Perkins,Calgary,AB,Alberta,T2V 2W2,Canada,North America,1949-08-14,2018-09-14,2020-02-22,7360.67,5,29
348548,Male,John Marshall,Trail,BC,British Columbia,V1R 3W5,Canada,North America,1942-12-16,2016-01-21,2020-01-07,1128.53,2,61
348767,Female,Irene Bergstrom,Quebec,QC,Quebec,G1E 2L3,Canada,North America,1957-05-26,2018-06-19,2018-06-19,198.98,1,32
348917,Female,Heather Hayes,Vancouver,BC,British Columbia,V6B 1E1,Canada,North America,1970-01-19,2019-12-24,2019-12-26,19920.19,2,14
349653,Male,John Kennedy,Port Hawkesbury,NS,Nova Scotia,B9A 2H5,Canada,North America,1948-08-15,2019-06-11,2019-06-11,25.32,1,20
350095,Male,Pedro Jones,Antigonish,NS,Nova Scotia,B2G 2K8,Canada,North America,1971-10-25,2016-12-14,2018-09-17,4254.95,2,50
350496,Male,George Watson,Whitefish,ON,Ontario,P0M 3E0,Canada,North America,1983-07-28,2017-01-25,2020-07-18,4512.63,6,49
350587,Male,Thomas Irvine,Toronto,ON,Ontario,M5J 2N8,Canada,North America,1938-09-23,2016-12-23,2018-03-03,1587.99,2,50
350588,Female,Melissa Savage,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,1964-11-22,,,,,
350949,Female,Cora Scott,Brockville,ON,Ontario,K6V 4X4,Canada,North America,1989-01-03,2018-11-01,2018-11-01,1501.89,1,27
350979,Female,Barbara King,Gibsons,BC,British Columbia,V0N 1V0,Canada,North America,1990-02-01,2019-01-09,2020-04-29,23118.23,4,25
351430,Female,Mai Stevenson,Bourget,ON,Ontario,K0A 1E0,Canada,North America,1987-11-24,2017-09-27,2017-09-27,1035.92,1,41
351623,Female,Charlene Posey,Lethbridge,AB,Alberta,T1T 1T1,Canada,North America,1972-06-21,2020-01-30,2020-01-30,482.96,1,13
351665,Male,Wilbert Miller,Edmonton,AB,Alberta,T5J 0K7,Canada,North America,1952-08-09,,,,,
351758,Male,Robert Winters,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1958-08-27,2018-10-22,2018-10-22,4070.64,1,28
352043,Female,Melissa White,Regina,SK,Saskatchewan,S4P 3Z8,Canada,North America,1973-12-02,2017-09-16,2018-07-12,569.13,2,41
352235,Female,Ruth Gay,Sherbrooke,QC,Quebec,J1H 1R4,Canada,North America,1940-08-15,2019-09-25,2019-09-25,12.99,1,17
352719,Male,Austin Paras,Digby,NS,Nova Scotia,B0V 1A0,Canada,North America,1950-07-09,2016-11-25,2020-12-24,4412.65,3,51
353313,Female,Margie Adelson,Stirling,ON,Ontario,K0K 3E0,Canada,North America,1958-06-08,2017-03-04,2020-02-15,2391.96,2,47
353352,Male,Armando Mathias,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1976-07-24,2018-12-07,2020-10-31,9117.70,3,26
353444,Male,Craig Wasson,Vancouver,BC,British Columbia,S4P 3Y2,Canada,North America,1990-08-23,2020-01-16,2020-01-16,599.00,1,13
353597,Male,James Fraise,TOTTENHAM,ON,Ontario,L0G 1W0,Canada,North America,1972-12-08,2019-12-09,2019-12-09,834.00,1,14
354096,Female,Pearl Norris,Calgary,AB,Alberta,T2T 2Y6,Canada,North America,1941-02-18,2016-03-10,2020-02-15,4741.92,3,59
354272,Male,Derrick Kleckner,Foleyet,ON,Ontario,P0M 1T0,Canada,North America,1950-09-04,,,,,
355102,Female,Sandra Ambriz,Toronto,ON,Ontario,M9V 2X5,Canada,North America,1964-03-02,,,,,
355542,Male,Robert Vickers,Calgary,AB,Alberta,T2P 1M6,Canada,North America,1956-09-02,,,,,
356070,Male,Elias Ponce,Ottawa,ON,Ontario,K1L 6C7,Canada,North America,1996-11-05,2018-07-14,2018-07-14,369.00,1,31
356838,Female,Christina Williamson,London,ON,Ontario,N6E 1A9,Canada,North America,1987-10-06,2018-06-16,2019-01-11,6369.78,2,32
356963,Male,Howard Schram,Tilbury,ON,Ontario,N0P 2L0,Canada,North America,1998-08-04,2016-09-27,2020-01-09,5046.54,4,53
357165,Female,Peggy Rodriguez,Lanark,ON,Ontario,K0G 1K0,Canada,North America,1938-05-15,2017-08-05,2017-08-05,53.97,1,42
357541,Female,Judith Turner,Prince George,BC,British Columbia,V2N 2S6,Canada,North America,1952-06-18,,,,,
357592,Male,Ivan Wise,Belleterre,QC,Quebec,J0Z 1L0,Canada,North America,2001-05-17,2019-12-19,2020-05-09,7312.50,2,14
357825,Female,Darlene Evans,Aberdeen,SK,Saskatchewan,S4P 3Y2,Canada,North America,1945-08-17,2016-08-16,2018-12-19,8146.01,4,54
357973,Female,Cheryl Maxwell,Surrey,BC,British Columbia,V3T 4Y5,Canada,North America,1937-01-22,,,,,
358149,Female,Shirley Braley,Hamilton,ON,Ontario,L8R 1H8,Canada,North America,1944-10-25,2018-02-10,2018-02-10,3053.23,1,36
358635,Male,Gregory Pons,Campbell River,BC,British Columbia,V9W 2C9,Canada,North America,1962-05-11,,,,,
358637,Male,Jason Reed,Sudbury,ON,Ontario,P3E 5K3,Canada,North America,1955-04-08,2018-02-15,2018-02-15,243.96,1,36
358861,Male,Clifford Marshall,Arnprior,ON,Ontario,K7S 2R5,Canada,North America,1959-10-20,,,,,
359037,Male,Calvin Walker,Calgary,AB,Alberta,T2M 0X4,Canada,North America,1988-03-14,2019-03-05,2019-03-05,1202.95,1,23
359297,Female,Courtney Menard,La Pocatiere,QC,Quebec,G0R 1Z0,Canada,North America,1998-05-07,2019-02-26,2019-02-26,909.24,1,24
359587,Male,Kurt Manning,Oshawa,ON,Ontario,L1H 7K5,Canada,North America,1957-10-15,2019-12-26,2021-02-18,8913.79,2,14
360241,Male,Colin Rollin,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1949-04-03,2018-08-11,2020-06-11,11549.77,2,30
361450,Female,Cheri Lunceford,Victoria,BC,British Columbia,V8W 2H9,Canada,North America,1983-06-17,2019-08-29,2019-08-29,219.98,1,18
361945,Male,Charles Hutchison,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1991-02-26,2016-01-26,2020-01-22,1758.92,2,61
362027,Male,Carl Jones,Cumberland,BC,British Columbia,V0R 1S0,Canada,North America,1980-05-25,2018-12-25,2018-12-25,699.00,1,26
362095,Female,Debra Pratt,Toronto,ON,Ontario,M1E 3T8,Canada,North America,1968-07-23,2016-12-24,2016-12-24,3007.66,1,50
362120,Female,Katherine Petty,Nanaimo,BC,British Columbia,V9R 5H9,Canada,North America,1973-07-13,2019-11-23,2019-11-23,1943.99,1,15
362263,Male,Mario Ellis,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1952-11-16,2019-02-22,2019-02-22,657.00,1,24
362479,Female,Angela Alexander,St Leonard D'aston,QC,Quebec,J0C 1M0,Canada,North America,1994-04-06,2018-10-13,2018-10-13,867.00,1,28
363382,Male,Shane Landry,Toronto,ON,Ontario,M5J 2N1,Canada,North America,1964-09-20,,,,,
363524,Male,Clifton Dortch,Elgin,ON,Ontario,K0G 1E0,Canada,North America,1993-03-12,,,,,
363898,Male,Hassan Turner,Etobicoke,ON,Ontario,M9W 1K7,Canada,North America,1956-08-09,2019-07-20,2019-07-20,680.86,1,19
364626,Male,Daniel Mabry,Windsor,ON,Ontario,N8T 3H5,Canada,North America,1957-08-23,2019-11-06,2019-11-06,143.12,1,15
509529,Female,Johanna Konig,Neuenhaus,NI,Niedersachsen,"49828",Germany,Europe,1964-07-08,,,,,
509680,Male,J�rg Friedman,Prezelle,NI,Niedersachsen,"29491",Germany,Europe,1955-12-16,2018-05-28,2018-08-28,5235.64,3,33
509827,Male,J�rgen Mahler,Neunkirchen,TH,Freistaat Th�ringen,"66521",Germany,Europe,1987-06-11,2019-12-25,2019-12-25,2054.38,1,14
509930,Female,Jessika Friedmann,Hamburg,SH,Schleswig-Holstein,"22851",Germany,Europe,1980-07-31,,,,,
509986,Male,Robert Dreher,Hamburg Barmbek-S�d,HH,Hamburg,"22083",Germany,Europe,1963-09-11,,,,,
510011,Male,Phillipp Sommer,Flensburg,SH,Schleswig-Holstein,"24915",Germany,Europe,1945-11-19,2020-01-04,2020-01-04,2066.95,1,13
510088,Male,Andreas Farber,Stuttgart Sch�nberg,BW,Baden-W�rttemberg,"70599",Germany,Europe,1998-08-05,2016-02-29,2019-08-22,2427.23,4,60
510614,Male,Phillipp Oster,Benndorf,SN,Freistaat Sachsen,"4654",Germany,Europe,2001-10-24,2019-07-10,2019-07-10,3403.86,1,19
511301,Female,Christin Junker,Getelo,NI,Niedersachsen,"49843",Germany,Europe,1957-09-18,2019-12-28,2019-12-28,963.52,1,14
511323,Male,Benjamin K�hler,Rheinau,BW,Baden-W�rttemberg,"77866",Germany,Europe,1975-07-18,,,,,
511426,Female,Daniela Kalb,Gol�en,BB,Brandenburg,"15937",Germany,Europe,1939-05-30,2018-01-19,2018-01-19,2392.80,1,37
511649,Male,Niklas Schultheiss,Neukirchen,BY,Freistaat Bayern,"93453",Germany,Europe,1983-03-11,2019-10-23,2019-10-23,664.00,1,16
512276,Male,Michael Abendroth,Unterkirnach,BW,Baden-W�rttemberg,"78089",Germany,Europe,1977-12-21,2017-11-23,2019-02-15,4811.88,3,39
512312,Female,Karin Zimmerman,Eichendorf,BY,Freistaat Bayern,"94428",Germany,Europe,1982-02-11,2016-04-27,2020-07-08,3391.98,4,58
513056,Male,Uwe Boehm,Germersheim,RP,Rheinland-Pfalz,"76726",Germany,Europe,2000-01-21,,,,,
513064,Male,Tobias M�ller,Schmittweiler,RP,Rheinland-Pfalz,"67829",Germany,Europe,1991-12-01,,,,,
513130,Female,Janina Sch�fer,Luhden,NI,Niedersachsen,"31711",Germany,Europe,1987-09-11,2020-01-13,2020-01-13,8230.95,1,13
513256,Female,Lena M�ller,Mengkofen,BY,Freistaat Bayern,"84150",Germany,Europe,1990-12-08,2018-05-03,2018-05-03,4257.39,1,33
513320,Male,Phillipp Maurer,Bad Windsheim,BY,Freistaat Bayern,"91429",Germany,Europe,1956-07-22,2018-07-14,2018-07-14,290.89,1,31
513348,Female,Leonie Kaiser,Bernried,BY,Freistaat Bayern,"82347",Germany,Europe,1990-07-25,,,,,
513548,Male,Maik Thalberg,Zorneding,BY,Freistaat Bayern,"85600",Germany,Europe,1977-09-05,2019-10-15,2020-01-11,411.40,2,16
514015,Female,Manuela Pabst,Basedow,SH,Schleswig-Holstein,"21483",Germany,Europe,1939-01-01,2019-01-02,2019-09-19,11618.64,2,25
514089,Female,Sara Klein,Marktredwitz,BY,Freistaat Bayern,"95615",Germany,Europe,1946-01-14,2019-01-09,2019-01-09,2362.67,1,25
514299,Male,Max Hertz,Klostermansfeld,ST,Sachsen-Anhalt,"6305",Germany,Europe,1951-10-02,2019-03-04,2019-12-16,3305.48,2,23
514540,Female,Leah Lemann,Hamburg Stellingen,HH,Hamburg,"22529",Germany,Europe,1961-11-25,2018-11-21,2020-05-22,4315.10,2,27
514685,Male,Leon K�hler,Ehweiler,RP,Rheinland-Pfalz,"66871",Germany,Europe,1972-05-09,,,,,
515050,Male,Luca Klein,Weimar,TH,Freistaat Th�ringen,"99406",Germany,Europe,1938-10-11,2018-12-29,2019-06-12,11021.49,2,26
515150,Male,Sven Bach,Mandern,RP,Rheinland-Pfalz,"54429",Germany,Europe,1993-01-28,,,,,
515527,Female,Doreen Propst,Brodersby,SH,Schleswig-Holstein,"24398",Germany,Europe,1992-11-23,2017-02-16,2018-12-24,2181.95,2,48
516071,Female,Nicole Kluge,Schwabach,BY,Freistaat Bayern,"91110",Germany,Europe,1968-05-01,,,,,
516256,Female,Ines Brandt,Planegg,BY,Freistaat Bayern,"82144",Germany,Europe,1937-07-02,,,,,
516663,Male,Ulrich Lehmann,Reutlingen Burgholz,BW,Baden-W�rttemberg,"72766",Germany,Europe,1959-12-20,2016-02-11,2020-11-19,6921.03,5,60
516858,Female,Sabine Muench,Nordhalben,BY,Freistaat Bayern,"96365",Germany,Europe,1980-05-19,2019-01-02,2019-01-02,563.90,1,25
517158,Female,Maria Hahn,Lilienthal,NI,Niedersachsen,"28865",Germany,Europe,1967-02-01,2019-01-03,2019-01-03,419.97,1,25
517515,Male,Mathias Brauer,Beiersdorf,SN,Freistaat Sachsen,"2736",Germany,Europe,1986-09-20,2020-02-20,2020-02-20,598.00,1,12
517556,Female,Anna Osterhagen,Teistungen,TH,Freistaat Th�ringen,"37340",Germany,Europe,1995-06-26,2016-02-27,2019-08-31,13094.74,4,60
